Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR11605265_kneaddata_paired_1 - illumina_universal_adapter	(1, 5.261342270132395e-05)	(2, 5.261342270132395e-05)	(3, 5.261342270132395e-05)	(4, 8.768903783553991e-05)	(5, 0.00017537807567107982)	(6, 0.0002104536908052958)	(7, 0.00026306711350661976)	(8, 0.0008067391480869672)	(9, 0.0008768903783553992)	(10, 0.002876200441005709)	(12, 0.004945661733924451)	(14, 0.006524064414964169)	(16, 0.006787131528470789)	(18, 0.007181732198730719)	(20, 0.007742942040878174)	(22, 0.008277845171674968)	(24, 0.009268731299216569)	(26, 0.010145621677571968)	(28, 0.013056897733711893)	(30, 0.017187051415765823)	(32, 0.03606650126175756)	(34, 0.038372722956832264)	(36, 0.0385568699362869)	(38, 0.038925163895196166)	(40, 0.039346071276806754)	(42, 0.04004758357949108)	(44, 0.041178772167569544)	(46, 0.04269579252212438)	(48, 0.04539661488745901)	(50, 0.04863234038359043)	(52, 0.05298171666023321)	(54, 0.0589884157519677)	(56, 0.06651213519825702)	(58, 0.07487766940776752)	(60, 0.0845673080885947)	(62, 0.09575642931640958)	(64, 0.10882209595390503)	(66, 0.12429044222809427)	(68, 0.14238069073356616)	(70, 0.16387327390705697)	(72, 0.1866461170329467)	(74, 0.21269853017388562)	(76, 0.24076779118504193)	(78, 0.2704856061075064)	(80, 0.30457033511418075)	(82, 0.341724180445099)	(84, 0.38130701212406176)	(86, 0.424713085852654)	(88, 0.47278421639409696)	(90, 0.5240735346241043)	(92, 0.5781864398724159)	(94, 0.6364645744179158)	(96, 0.7001092780789506)	(98, 0.7711900121484393)	(100, 0.8460150681335055)	(102, 0.9251368869725132)	(104, 1.0132205254783129)	(106, 1.1061095232575004)	(108, 1.2065310093867607)	(110, 1.3147568198833839)	(112, 1.4289717916641749)	(114, 1.5527097929539053)	(116, 1.6862952731925667)	(118, 1.8264135867499758)	(120, 1.9801412389794608)	(122, 2.144479264787046)	(124, 2.321269133967278)	(126, 2.5115631149741837)	(128, 2.713905569779692)	(130, 2.9308307115772503)	(132, 3.16063737303285)	(134, 3.4002301311108956)	(136, 3.6580622090587336)	(138, 3.9365888999357592)
SRR11605265_kneaddata_paired_2 - illumina_universal_adapter	(1, 5.261342270132395e-05)	(2, 5.261342270132395e-05)	(3, 5.261342270132395e-05)	(4, 8.768903783553991e-05)	(5, 0.00017537807567107982)	(6, 0.0002104536908052958)	(7, 0.00026306711350661976)	(8, 0.0008242769556540752)	(9, 0.000894428185922507)	(10, 0.002876200441005709)	(12, 0.004936892830140897)	(14, 0.006532833318747723)	(16, 0.006804669336037897)	(18, 0.007199270006297827)	(20, 0.007760479848445282)	(22, 0.008347996401943399)	(24, 0.009365189240835663)	(26, 0.010294693041892386)	(28, 0.013232275809382972)	(30, 0.01739750510657112)	(32, 0.036996005062814294)	(34, 0.04017911713624439)	(36, 0.04035449521191546)	(38, 0.04074032697839185)	(40, 0.04117000326378599)	(42, 0.04190659118160452)	(44, 0.04301147305833233)	(46, 0.044537262316670725)	(48, 0.047255622489572456)	(50, 0.050570268119755866)	(52, 0.05496348891531642)	(54, 0.06100526362218511)	(56, 0.06851144526090733)	(58, 0.07689451727798494)	(60, 0.08675076513069963)	(62, 0.09819418456823759)	(64, 0.11127738901330014)	(66, 0.12692988226694402)	(68, 0.1452656600783554)	(70, 0.16687223900103246)	(72, 0.18957493089665373)	(74, 0.21574133978677884)	(76, 0.2439772099698227)	(78, 0.27379148283390625)	(80, 0.3082795814146241)	(82, 0.34558249810986275)	(84, 0.38539332128719794)	(86, 0.42935183595415405)	(88, 0.4778351049734241)	(90, 0.5294927171623407)	(92, 0.5838774584279425)	(94, 0.6422871265301956)	(96, 0.7068701028960708)	(98, 0.778134983945014)	(100, 0.8535212497722278)	(102, 0.9334585766631059)	(104, 1.022576945815365)	(106, 1.1156413216702237)	(108, 1.2165626353151464)	(110, 1.3253671934614846)	(112, 1.4401959885071238)	(114, 1.564802111271426)	(116, 1.6990101836787201)	(118, 1.8393827954458524)	(120, 1.9937593465553203)	(122, 2.1591057962980145)	(124, 2.3354046068663674)	(126, 2.526321180041905)	(128, 2.728549639098227)	(130, 2.946009684026582)	(132, 3.1765090888810827)	(134, 3.4169085861072155)	(136, 3.6749072732269408)	(138, 3.9531972037018104)
SRR11605266_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 6.464530285936518e-06)	(14, 1.2929060571873036e-05)	(16, 1.2929060571873036e-05)	(18, 2.585812114374607e-05)	(20, 3.878718171561911e-05)	(22, 5.171624228749214e-05)	(24, 7.757436343123821e-05)	(26, 9.050342400311125e-05)	(28, 0.00016807778743434948)	(30, 0.00019393590857809552)	(32, 0.000362013696012445)	(34, 0.0003943363474421276)	(36, 0.0004331235291577467)	(38, 0.0004654461805874293)	(40, 0.0005042333623030484)	(42, 0.0005559496045905405)	(44, 0.0006399884983077153)	(46, 0.0007498855131686361)	(48, 0.0008274598765998743)	(50, 0.0009761440731764142)	(52, 0.0011442218606107636)	(54, 0.0013252287086169862)	(56, 0.0015967389806263198)	(58, 0.0020751142217856223)	(60, 0.002508237750943369)	(62, 0.0030447937646761)	(64, 0.0035878143086947676)	(66, 0.004408809655008705)	(68, 0.005352631076755437)	(70, 0.006845937572806772)	(72, 0.008119450039136266)	(74, 0.009884266807196937)	(76, 0.01203049086212786)	(78, 0.014700341870219642)	(80, 0.01726676039373644)	(82, 0.020240444325267237)	(84, 0.023576141952810478)	(86, 0.027887983653530138)	(88, 0.03278163307998408)	(90, 0.03822476758074263)	(92, 0.04434021323123857)	(94, 0.051212008925189095)	(96, 0.05937024614604098)	(98, 0.06747030259431944)	(100, 0.07683740697864144)	(102, 0.08785296658587727)	(104, 0.10046526517373942)	(106, 0.11399552706220456)	(108, 0.13000170405018335)	(110, 0.14779855592736663)	(112, 0.16814243273720883)	(114, 0.19048384940540544)	(116, 0.21588298889885002)	(118, 0.24560043462330017)	(120, 0.2766495735866533)	(122, 0.31184247646329166)	(124, 0.35112096248064195)	(126, 0.39598480266504144)	(128, 0.4436542489935373)	(130, 0.4958553310524747)	(132, 0.552536332599566)	(134, 0.6155461092965893)	(136, 0.6853242492029881)	(138, 0.7620905463484842)
SRR11605266_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 6.464530285936518e-06)	(12, 1.9393590857809554e-05)	(14, 2.585812114374607e-05)	(16, 3.232265142968259e-05)	(18, 5.818077257342866e-05)	(20, 0.00010343248457498429)	(22, 0.0001486841965765399)	(24, 0.00019393590857809552)	(26, 0.00023272309029371464)	(28, 0.00031676198401088936)	(30, 0.00038140728687025455)	(32, 0.0005559496045905405)	(34, 0.0006012013165920962)	(36, 0.0006399884983077153)	(38, 0.0006787756800233344)	(40, 0.0007304919223108264)	(42, 0.0007951372251701918)	(44, 0.0009308923611748586)	(46, 0.0010407893760357794)	(48, 0.0011765445120404464)	(50, 0.0013510868297607322)	(52, 0.0015127000869091453)	(54, 0.0017260295863450502)	(56, 0.0020880432823574954)	(58, 0.002624599296090226)	(60, 0.003161155309822957)	(62, 0.003742963035557244)	(64, 0.004350628882435276)	(66, 0.005255663122466389)	(68, 0.006231807195642803)	(70, 0.007776829933981631)	(72, 0.009121452233456426)	(74, 0.010886269001517096)	(76, 0.013084209298735511)	(78, 0.015844563730830406)	(80, 0.018533808329779997)	(82, 0.021539814912740478)	(84, 0.02502419673686026)	(86, 0.029361896558723663)	(88, 0.0341844361520323)	(90, 0.03973100313736584)	(92, 0.04593695221186489)	(94, 0.0529121803903904)	(96, 0.06111566932324383)	(98, 0.0692674420138098)	(100, 0.07873151435242084)	(102, 0.08999272611052227)	(104, 0.10272138624353128)	(106, 0.11643265498000263)	(108, 0.1325939806948439)	(110, 0.15063648472289273)	(112, 0.17140055600132081)	(114, 0.19404580559295648)	(116, 0.21968413270698067)	(118, 0.24973773400629956)	(120, 0.28110363495366353)	(122, 0.31680077119260497)	(124, 0.3564865226179693)	(126, 0.40199681583096236)	(128, 0.45002827585547067)	(130, 0.502643087852708)	(132, 0.5599058971255337)	(134, 0.6232906165791412)	(136, 0.6935342026661274)	(138, 0.7711279596882235)
SRR11605266_kneaddata_paired_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 1.35194145552721e-05)	(20, 2.70388291105442e-05)	(22, 4.05582436658163e-05)	(24, 6.75970727763605e-05)	(26, 8.11164873316326e-05)	(28, 0.000135194145552721)	(30, 0.0001622329746632652)	(32, 0.0003041868274936222)	(34, 0.0003244659493265304)	(36, 0.0003447450711594385)	(38, 0.0003785436075476187)	(40, 0.00040558243665816295)	(42, 0.0004191018512134351)	(44, 0.0004664198021568874)	(46, 0.0005610557040437921)	(48, 0.0006354124840977887)	(50, 0.0007503275078176014)	(52, 0.0008990410679255946)	(54, 0.0010612740425888596)	(56, 0.0013113832118613936)	(58, 0.0017237253557971927)	(60, 0.0021360674997329913)	(62, 0.0026498052528333314)	(64, 0.003163543005933671)	(66, 0.003961188464694725)	(68, 0.004819671288954504)	(70, 0.006225690402702801)	(72, 0.007455957127232562)	(74, 0.009193201897585027)	(76, 0.011322509690040384)	(78, 0.013938516406485534)	(80, 0.016520724586542503)	(82, 0.019528794325090547)	(84, 0.02282753147657694)	(86, 0.02703206940326656)	(88, 0.03185174069222106)	(90, 0.03721894827066409)	(92, 0.04336352218603526)	(94, 0.05015026829278185)	(96, 0.05830247526961092)	(98, 0.06627892985722146)	(100, 0.07561408560763686)	(102, 0.08656481139740724)	(104, 0.09912434751925503)	(106, 0.11256264558719549)	(108, 0.12834656208047568)	(110, 0.1459961577823834)	(112, 0.16610628693335064)	(114, 0.18825108797488632)	(116, 0.21356619172963334)	(118, 0.24332242316578723)	(120, 0.27430216161919324)	(122, 0.30928364678095976)	(124, 0.3482263204074211)	(126, 0.3927119540015439)	(128, 0.44013130055416083)	(130, 0.491985015080907)	(132, 0.5479418719251781)	(134, 0.6102528536104272)	(136, 0.6792829843296466)	(138, 0.7548835505227282)
SRR11605266_kneaddata_paired_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 1.35194145552721e-05)	(20, 4.05582436658163e-05)	(22, 6.75970727763605e-05)	(24, 9.46359018869047e-05)	(26, 0.00012167473099744888)	(28, 0.00018927180377380936)	(30, 0.0002163106328843536)	(32, 0.0003582644857147106)	(34, 0.00039206302210289086)	(36, 0.000412342143935799)	(38, 0.0004393809730463432)	(40, 0.00045966009487925135)	(42, 0.0004799392167121595)	(44, 0.0005475362894885199)	(46, 0.0006421721913754247)	(48, 0.0007368080932623293)	(50, 0.0008652425315374144)	(52, 0.0010004366770901352)	(54, 0.0011626696517534005)	(56, 0.0014533370646917505)	(58, 0.0018994777450157298)	(60, 0.002359137839894981)	(62, 0.002886395007550593)	(64, 0.003413652175206205)	(66, 0.004251855877633074)	(68, 0.005137377531003398)	(70, 0.0065636757665846045)	(72, 0.00783450073478018)	(74, 0.00956498579785501)	(76, 0.011680774175755092)	(78, 0.014364377964976605)	(80, 0.01699390409597703)	(82, 0.020029012663635614)	(84, 0.023442664838841817)	(86, 0.027626923643698533)	(88, 0.03247363376176358)	(90, 0.03792871753481587)	(92, 0.04405977203563177)	(94, 0.05094115404426527)	(96, 0.059127159557482524)	(98, 0.06721176946153523)	(100, 0.07666859994294807)	(102, 0.08778831841465937)	(104, 0.10051684721844806)	(106, 0.11409709913921887)	(108, 0.1300973262653834)	(110, 0.14799703113656365)	(112, 0.16843838594413507)	(114, 0.19084681556949856)	(116, 0.21625655522613246)	(118, 0.24620881817333784)	(120, 0.2774724643324046)	(122, 0.3128122139798858)	(124, 0.35191036087373273)	(126, 0.39691649192823353)	(128, 0.44466030443017696)	(130, 0.4970074775881905)	(132, 0.5539918099386624)	(134, 0.6167962502551789)	(136, 0.6863671575566092)	(138, 0.7628870439394493)
SRR11605267_1 - illumina_universal_adapter	(1, 0.003631720344054958)	(2, 0.0038563628395635124)	(3, 0.003968684087317789)	(4, 0.004006124503235882)	(5, 0.0043243680385396666)	(6, 0.004436689286293943)	(7, 0.00469877219772059)	(8, 0.0070949588164785)	(9, 0.007413202351782285)	(10, 0.011934132573891938)	(12, 0.017578275273544358)	(14, 0.02303521589360632)	(16, 0.024111627851251476)	(18, 0.025085078665121874)	(20, 0.02651717457398891)	(22, 0.028567037345504462)	(24, 0.030551379389163358)	(26, 0.0334062111029179)	(28, 0.04082877355867971)	(30, 0.04712812353689875)	(32, 0.09809388970540196)	(34, 0.10546965164126615)	(36, 0.10607805839993516)	(38, 0.10663966463870653)	(40, 0.10721999108543696)	(42, 0.10772543670033122)	(44, 0.1085678460584883)	(46, 0.10951321656042012)	(48, 0.11055218810214719)	(50, 0.11147883839611997)	(52, 0.11250844983386751)	(54, 0.113715903247226)	(56, 0.1151386390521135)	(58, 0.11668305620873481)	(60, 0.1187048386683118)	(62, 0.12090446310349973)	(64, 0.12423666012020995)	(66, 0.127709258696613)	(68, 0.13047984947455185)	(70, 0.1336248444116716)	(72, 0.136835360076648)	(74, 0.14044836021274393)	(76, 0.14472592773138598)	(78, 0.14934045899329085)	(80, 0.15408603171090907)	(82, 0.1594493712911758)	(84, 0.16485951139134014)	(86, 0.17061597533874684)	(88, 0.1770463667726792)	(90, 0.18365460018222252)	(92, 0.190946121182271)	(94, 0.19853716550966422)	(96, 0.20705486013103022)	(98, 0.21678936826973422)	(100, 0.22619627276915494)	(102, 0.2377466410798864)	(104, 0.2505887037397921)	(106, 0.2631218829683735)	(108, 0.27645067103521437)	(110, 0.29069674929204853)	(112, 0.30740453489549724)	(114, 0.32456160548996305)	(116, 0.34351581604849735)	(118, 0.36501597488946186)	(120, 0.3870964601771568)	(122, 0.41150761135575303)	(124, 0.438670633104329)	(126, 0.4661331781802498)	(128, 0.49657223632165887)	(130, 0.5284340302679554)	(132, 0.5625984097932147)	(134, 0.6003196288306928)	(136, 0.6408863194779458)	(138, 0.6841955205911991)
SRR11605267_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.005447580516082437)	(4, 0.007450642767700378)	(5, 0.008162010670144132)	(6, 0.008723616908915518)	(7, 0.009116741276055487)	(8, 0.009640907098908781)	(9, 0.009959150634212566)	(10, 0.010483316457065859)	(12, 0.01082028020032869)	(14, 0.011101083319714381)	(16, 0.011288285399304845)	(18, 0.011475487478895305)	(20, 0.011550368310731491)	(22, 0.011653329454506246)	(24, 0.011737570390321951)	(26, 0.011971572989810029)	(28, 0.01225237610919572)	(30, 0.012514459020622367)	(32, 0.012711021204192353)	(34, 0.012842062659905677)	(36, 0.013019904635516614)	(38, 0.013347508274799923)	(40, 0.01352535025041086)	(42, 0.013712552330001324)	(44, 0.01391847461755083)	(46, 0.014199277736936525)	(48, 0.01436775960856794)	(50, 0.014695363247851248)	(52, 0.015022966887134555)	(54, 0.01596833738906639)	(56, 0.016408262276103973)	(58, 0.016960508410895834)	(60, 0.017512754545687695)	(62, 0.017812277873032436)	(64, 0.018439404839660483)	(66, 0.02758422642765454)	(68, 0.06807603624307142)	(70, 0.9367030456467935)	(72, 1.4363079556578178)	(74, 1.511198147597982)	(76, 1.5341491225557726)	(78, 1.5482547992529139)	(80, 1.5610407012889425)	(82, 1.570625447763974)	(84, 1.5854612125715182)	(86, 1.592528091076058)	(88, 1.5967588580748027)	(90, 1.5993422467731508)	(92, 1.6032734904445505)	(94, 1.6066992885010563)	(96, 1.6114167809067357)	(98, 1.620262079167385)	(100, 1.6291448178439525)	(102, 1.6611938138698394)	(104, 1.6812899571138755)	(106, 1.6866252163822038)	(108, 1.6890307631049413)	(110, 1.6911274263963545)	(112, 1.6931585689599107)	(114, 1.6952926726672422)	(116, 1.697314455126819)	(118, 1.6994579189381298)	(120, 1.7013486599419936)	(122, 1.7036699657289152)	(124, 1.7056355875646152)	(126, 1.7077322508560284)	(128, 1.7102220385145814)	(130, 1.712842867628848)	(132, 1.716315466205251)	(134, 1.7203215907084868)	(136, 1.7245242773952927)	(138, 1.7282589588831225)
SRR11605267_2 - illumina_universal_adapter	(1, 0.0036691607599730505)	(2, 0.0038938032554816046)	(3, 0.004006124503235882)	(4, 0.004024844711194928)	(5, 0.004343088246498713)	(6, 0.00445540949425299)	(7, 0.004717492405679636)	(8, 0.0070949588164785)	(9, 0.007394482143823239)	(10, 0.011952852781850983)	(12, 0.017475314129769604)	(14, 0.022838653710036336)	(16, 0.023943145979620058)	(18, 0.025047638249203783)	(20, 0.026732456965517938)	(22, 0.029278405247948218)	(24, 0.031786913114460406)	(26, 0.03501614898739587)	(28, 0.04286927622621574)	(30, 0.049533670259636176)	(32, 0.099329423430699)	(34, 0.10855848595450876)	(36, 0.10951321656042012)	(38, 0.1103930663344953)	(40, 0.11121675548469333)	(42, 0.11190004307519852)	(44, 0.1129483747209051)	(46, 0.11399670636661169)	(48, 0.11515735926007255)	(50, 0.11628993184159483)	(52, 0.11744122463107617)	(54, 0.11883588012402513)	(56, 0.12046453821646214)	(58, 0.12212127662083773)	(60, 0.12424602022418947)	(62, 0.1264456446593774)	(64, 0.1289635126298691)	(66, 0.1322863495425998)	(68, 0.13508502063247718)	(70, 0.13844529796112598)	(72, 0.14168389393804098)	(74, 0.14544665573780924)	(76, 0.14978038388032844)	(78, 0.15452595659794666)	(80, 0.15945873139515532)	(82, 0.16484079118338107)	(84, 0.1702696514915045)	(86, 0.17633499887023546)	(88, 0.18286835144794256)	(90, 0.18974802787289202)	(92, 0.1971518701206948)	(94, 0.20467739372023136)	(96, 0.21326060906945404)	(98, 0.222976397000199)	(100, 0.2324207419155378)	(102, 0.24372774752280169)	(104, 0.25657917028668686)	(106, 0.2691217096192478)	(108, 0.2822445753985392)	(110, 0.29650001375935287)	(112, 0.3131048382190268)	(114, 0.3299249450702298)	(116, 0.34907571781233404)	(118, 0.37066011758911427)	(120, 0.3925534007972188)	(122, 0.4164310260489822)	(124, 0.4434162058219472)	(126, 0.4709442716257246)	(128, 0.5010182857119323)	(130, 0.5323559138353756)	(132, 0.5658557259780888)	(134, 0.6026783750335325)	(136, 0.6426553791300758)	(138, 0.6855433755642505)
SRR11605267_2 - polya	(1, 0.0014788964287646479)	(2, 0.002564668490389326)	(3, 0.00342579805650545)	(4, 0.004904694485270098)	(5, 0.006552072785666161)	(6, 0.00915418169197358)	(7, 0.014564321792137925)	(8, 0.019019731286390916)	(9, 0.021191275409640272)	(10, 0.024869796273592842)	(12, 0.02869807880121779)	(14, 0.033733814742201204)	(16, 0.03890995224287747)	(18, 0.046201473242925964)	(20, 0.055233973583165744)	(22, 0.06416351277963077)	(24, 0.09237486617391336)	(26, 0.10120144422660363)	(28, 0.10438387957964147)	(30, 0.10686430713421509)	(32, 0.10882992896991495)	(34, 0.11032754560663863)	(36, 0.11186260265928041)	(38, 0.11336021929600412)	(40, 0.1147735949969121)	(42, 0.11661753548087815)	(44, 0.11873291898025037)	(46, 0.12067046050401165)	(48, 0.12266416265165006)	(50, 0.12455490365551372)	(52, 0.12596827935642171)	(54, 0.12726933380957545)	(56, 0.12879503075823767)	(58, 0.13096657488148705)	(60, 0.13413965013054535)	(62, 0.1391847461755083)	(64, 0.14945278024104514)	(66, 0.16808874726427558)	(68, 0.1880257687406598)	(70, 0.20633413212460694)	(72, 0.21222163752772696)	(74, 0.21415917905148824)	(76, 0.21542279308872386)	(78, 0.21654600556626663)	(80, 0.217500736172178)	(82, 0.218520987505946)	(84, 0.21965356008746828)	(86, 0.22092653422868344)	(88, 0.22207782701816478)	(90, 0.22301383741611708)	(92, 0.2239498478140694)	(94, 0.2252509022672231)	(96, 0.22643963547262252)	(98, 0.22745988680639057)	(100, 0.22880774177944188)	(102, 0.22992159415300512)	(104, 0.23102608642258884)	(106, 0.2320931382762545)	(108, 0.2330665890901249)	(110, 0.23390899844828195)	(112, 0.23511645186164043)	(114, 0.2362396643391832)	(116, 0.2373254364008079)	(118, 0.2383456877345759)	(120, 0.23963738208375007)	(122, 0.24048915154588668)	(124, 0.24172468527118374)	(126, 0.2429227785805627)	(128, 0.24420511282575735)	(130, 0.24637665694900673)	(132, 0.24744370880267236)	(134, 0.24854820107225606)	(136, 0.249531011990106)	(138, 0.2504295819721402)
SRR11605267_2 - polyg	(1, 1.2062927604650175)	(2, 1.2079401387654136)	(3, 1.208557905628062)	(4, 1.2092879937384649)	(5, 1.2096623978976457)	(6, 1.2107107295433523)	(7, 1.2111412943264104)	(8, 1.2118713824368132)	(9, 1.2173751235767727)	(10, 1.2267071472443574)	(12, 1.2537859280571175)	(14, 1.269164578895474)	(16, 1.2721504520649418)	(18, 1.2732175039186076)	(20, 1.2741628744205393)	(22, 1.2751831257543074)	(24, 1.2759319340726694)	(26, 1.2767837035348057)	(28, 1.2777571543486763)	(30, 1.278431081835202)	(32, 1.279076929009789)	(34, 1.2797602166002942)	(36, 1.280406063774881)	(38, 1.2810706311574274)	(40, 1.2816603177081374)	(42, 1.282081522387216)	(44, 1.282512087170274)	(46, 1.282961372161291)	(48, 1.2834387374642469)	(50, 1.2844964292139327)	(52, 1.2863684500098373)	(54, 1.2890735200599197)	(56, 1.2931170849790736)	(58, 1.2972729711459818)	(60, 1.3009421319059549)	(62, 1.3040590465311361)	(64, 1.3075597254194777)	(66, 1.3088795000805904)	(68, 1.3099839923501742)	(70, 1.3109200027481265)	(72, 1.312108735953526)	(74, 1.3136999536300449)	(76, 1.3172661532462433)	(78, 1.325708967035773)	(80, 1.3457863900718499)	(82, 1.3837790521247344)	(84, 1.417185263227652)	(86, 1.4400707174575862)	(88, 1.4621605628492604)	(90, 1.4841287268892014)	(92, 1.5013325980035648)	(94, 1.5177783006955867)	(96, 1.5315002131295676)	(98, 1.5438274700705996)	(100, 1.5557616026444916)	(102, 1.5683415823929705)	(104, 1.581164924844917)	(106, 1.5964686948514375)	(108, 1.6132420011827429)	(110, 1.6243430845024571)	(112, 1.6351352843908473)	(114, 1.6467886138453536)	(116, 1.6562797592805898)	(118, 1.664657052342263)	(120, 1.6714244075194582)	(122, 1.678631687583691)	(124, 1.6862227319110843)	(126, 1.692465921265426)	(128, 1.6993830381062938)	(130, 1.707208085033175)	(132, 1.715061212271995)	(134, 1.7222404120242891)	(136, 1.729541293128317)	(138, 1.7368702545442836)
SRR11605267_kneaddata_paired_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 2.1589235434498475e-05)	(4, 2.1589235434498475e-05)	(5, 4.317847086899695e-05)	(6, 4.317847086899695e-05)	(7, 4.317847086899695e-05)	(8, 0.000453373944124468)	(9, 0.000496552414993465)	(10, 0.001727138834759878)	(12, 0.00623928904057006)	(14, 0.010870180041269982)	(16, 0.011787722547236167)	(18, 0.012575729640595362)	(20, 0.01389267300209977)	(22, 0.01587888266207363)	(24, 0.017670789203137)	(26, 0.020466595191904555)	(28, 0.028076800682565267)	(30, 0.034672312107804554)	(32, 0.07768886371104276)	(34, 0.08376623348585407)	(36, 0.08438152669573729)	(38, 0.08491046296388251)	(40, 0.08550416693833121)	(42, 0.08594674626473843)	(44, 0.08674554797581488)	(46, 0.08757673354004307)	(48, 0.0885050706637265)	(50, 0.08943340778740994)	(52, 0.09045889647054861)	(54, 0.09166789365488054)	(56, 0.09314675628214367)	(58, 0.09472277046886207)	(60, 0.09680613168829116)	(62, 0.09900823370261001)	(64, 0.10231138672408827)	(66, 0.10588440518849777)	(68, 0.10878815735443781)	(70, 0.11216687269993683)	(72, 0.11562115036945658)	(74, 0.11941006118821107)	(76, 0.12393300601173851)	(78, 0.1289525032502594)	(80, 0.13400438434193204)	(82, 0.1398226832915294)	(84, 0.14544667912221623)	(86, 0.15171835201593803)	(88, 0.1585945235018258)	(90, 0.1657837389015138)	(92, 0.1737393721591265)	(94, 0.1819216923888014)	(96, 0.1911942690079185)	(98, 0.20170822666451926)	(100, 0.2118875511718853)	(102, 0.22446328081248065)	(104, 0.23850707846262192)	(106, 0.2518168421079902)	(108, 0.2661736836719317)	(110, 0.28165316547846714)	(112, 0.29968017706627337)	(114, 0.31825771415765924)	(116, 0.33883225552673635)	(118, 0.3621486297959947)	(120, 0.3857024856550325)	(122, 0.4120305582674034)	(124, 0.44106807992680386)	(126, 0.4706345378543495)	(128, 0.503353024155332)	(130, 0.5373236861115154)	(132, 0.573690753200928)	(134, 0.6141813642583298)	(136, 0.6573274512741751)	(138, 0.703582388192588)
SRR11605267_kneaddata_paired_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 2.1589235434498475e-05)	(6, 2.1589235434498475e-05)	(7, 2.1589235434498475e-05)	(8, 0.0004317847086899695)	(9, 0.00047496317955896645)	(10, 0.001727138834759878)	(12, 0.00622849442285281)	(14, 0.010827001570400986)	(16, 0.01176613331180167)	(18, 0.012564935022878112)	(20, 0.013860289148948022)	(22, 0.015900471897508126)	(24, 0.017767940762592246)	(26, 0.020617719839946043)	(28, 0.028411433831799993)	(30, 0.035082507581060025)	(32, 0.07864958468787794)	(34, 0.08586038932300044)	(36, 0.08658362871005613)	(38, 0.08724210039080835)	(40, 0.08795454516014678)	(42, 0.08842950833970575)	(44, 0.0892930777570857)	(46, 0.09025379873392086)	(48, 0.0912684927993423)	(50, 0.09228318686476374)	(52, 0.0934166217250749)	(54, 0.09471197585114481)	(56, 0.0963095792732977)	(58, 0.09793956654860234)	(60, 0.10001213315031418)	(62, 0.10228979748865377)	(64, 0.10482653265220734)	(66, 0.10817286414455461)	(68, 0.1110658216927774)	(70, 0.11455248321544892)	(72, 0.1180607339735549)	(74, 0.12204394791121989)	(76, 0.12662086582333357)	(78, 0.1317591038567442)	(80, 0.13692972574330659)	(82, 0.14270484622203494)	(84, 0.14845837746532875)	(86, 0.15492435347796107)	(88, 0.16187608728786956)	(90, 0.16913007039386108)	(92, 0.1770749090337565)	(94, 0.18518166693941068)	(96, 0.19445424355852778)	(98, 0.20493581736197677)	(100, 0.21513673110477732)	(102, 0.22729147065439995)	(104, 0.24128129521595498)	(106, 0.25467741580306125)	(108, 0.2686672403646163)	(110, 0.2839955975231102)	(112, 0.3019146629337439)	(114, 0.32004962069872267)	(116, 0.3406457513032342)	(118, 0.3642535802508583)	(120, 0.38781823072761334)	(122, 0.4135310101301011)	(124, 0.4422662824934185)	(126, 0.47188671350955047)	(128, 0.5040438796892359)	(130, 0.5378202385265087)	(132, 0.5737986993781006)	(134, 0.6133393840763844)	(136, 0.656194016413864)	(138, 0.7020711417121732)
